lat,lon,grid_group,frp,brightness,brightness_ti5,temp_delta_ti4_ti5,confidence,is_night,facility_distance_m,facility_type_encoded,landcover_encoded,nearby_cluster_count_3km,historical_recurrence_1_5km,historical_mean_frp,frp_z_score,days_since_last_detection,target
28.281855669232367,77.71941481101153,28.3_77.7,9.73,312.26,296.77,15.49,0.768,1,13423.8,0,1,9,2,11.02,0.21,177.3,3
28.997888358814418,76.53534218371628,29.0_76.5,53.63,350.64,323.8,26.84,0.794,0,347.6,3,0,4,1,28.06,1.29,51.7,0
30.906105252069313,77.03941344855168,30.9_77.0,5.67,331.75,311.82,19.93,0.797,0,522.8,6,3,5,10,6.26,0.57,10.9,4
22.092534380690765,73.18362921227315,22.1_73.2,36.69,352.69,314.74,37.95,0.956,1,907.1,2,0,1,1,19.55,1.28,68.7,0
31.211794009768866,77.01127245249737,31.2_77.0,5.59,297.28,292.02,5.27,0.245,0,8149.9,0,5,1,1,4.05,0.3,108.7,5
21.990518831986357,83.87722886744365,22.0_83.9,24.53,343.83,321.06,22.77,0.84,0,541.9,2,0,3,1,14.43,1.59,37.9,0
28.268678558952818,77.40186513579202,28.3_77.4,9.81,327.2,307.21,19.99,0.646,0,14363.0,0,1,10,1,10.0,0.59,164.7,3
30.033277271928963,75.60239481444366,30.0_75.6,111.76,318.1,277.3,40.8,0.875,1,5392.3,0,2,16,1,87.79,2.3,242.6,2
28.652288550611598,77.4541876913213,28.7_77.5,37.37,344.69,323.13,21.56,0.816,0,6.0,1,0,2,2,17.02,2.91,89.5,0
31.06346752425333,76.97256985244297,31.1_77.0,49.08,392.06,365.01,27.05,0.89,1,170.7,2,0,2,13,51.22,0.12,2.0,1
31.063454265506525,77.01043236414075,31.1_77.0,192.09,390.57,365.44,25.13,0.94,0,5590.4,0,2,8,0,134.4,2.37,26.5,2
22.201930404031074,73.1605638532341,22.2_73.2,19.28,329.28,312.21,17.07,0.63,0,172.5,7,3,8,8,17.94,0.33,7.7,4
29.045015147556885,76.51778712742886,29.0_76.5,5.74,326.01,314.04,11.97,0.801,0,17583.9,0,1,7,4,5.04,0.52,160.9,3
30.160950582822995,75.77066231257176,30.2_75.8,17.99,360.58,338.99,21.6,0.629,0,725.3,6,3,2,6,16.21,1.1,28.6,4
22.156464735937316,73.075553160982,22.2_73.1,18.62,361.12,332.74,28.38,0.855,1,22.2,3,0,4,16,18.27,0.27,0.2,1
21.65605571394445,83.98261047286181,21.7_84.0,32.16,345.02,324.18,20.84,0.645,1,415.6,6,3,5,9,31.66,0.53,28.9,4
28.466940494153377,77.23548700194722,28.5_77.2,31.84,357.91,317.07,40.84,0.964,1,5.7,1,0,1,14,32.78,0.1,1.3,1
22.322278415150898,73.33046136711539,22.3_73.3,5.96,306.85,300.03,6.82,0.311,1,2832.5,0,5,0,1,5.35,0.25,29.9,5
22.39108420876371,73.19365856979144,22.4_73.2,32.34,360.57,336.02,24.55,0.989,1,287.3,1,0,4,16,34.98,0.25,1.6,1
29.076882456633232,76.58391540115174,29.1_76.6,33.69,374.98,331.55,43.44,0.885,1,14.0,1,0,1,14,33.35,0.1,2.5,1
28.37897658032397,77.15402865076304,28.4_77.2,72.6,334.95,314.7,20.25,0.709,0,135.2,7,0,3,0,23.47,3.38,87.9,0
28.35106547219216,77.583161353764,28.4_77.6,12.25,351.9,330.49,21.41,0.916,1,154.4,4,3,3,7,10.6,0.75,6.3,4
22.388472064551138,73.1677858594508,22.4_73.2,19.96,316.67,306.02,10.65,0.655,0,19319.8,0,1,9,4,19.53,0.81,130.2,3
28.616720864430704,77.28325267023966,28.6_77.3,35.38,360.01,332.32,27.69,0.705,1,285.4,2,0,4,2,13.18,1.23,42.7,0
28.87746416277012,76.72008347245695,28.9_76.7,59.26,368.52,336.15,32.37,0.84,1,131.9,7,0,2,2,22.09,2.95,34.6,0
28.639561182677607,77.22793534917612,28.6_77.2,28.43,337.22,321.44,15.78,0.72,0,602.0,6,3,3,5,25.47,0.48,10.2,4
28.496689387760455,77.326837220676,28.5_77.3,20.1,348.52,318.09,30.42,0.909,1,201.1,3,0,3,18,21.53,0.32,3.0,1
28.50975004073385,77.4546442643324,28.5_77.5,2.36,303.37,293.96,9.41,0.248,1,5440.3,0,5,0,1,2.57,0.13,119.7,5
31.169053946964745,77.09013739577091,31.2_77.1,12.71,326.03,311.04,14.99,0.878,0,12592.9,0,1,5,1,11.81,0.16,29.2,3
29.15112279246628,76.35199569019655,29.2_76.4,22.76,353.06,314.87,38.19,0.975,1,59.5,2,0,2,12,21.5,0.27,0.7,1
31.232822173855087,77.03629946295507,31.2_77.0,5.74,305.94,295.6,10.34,0.6,0,17335.7,0,1,12,0,5.46,0.44,118.9,3
22.547785318727218,72.98933276237501,22.5_73.0,56.2,345.42,314.56,30.86,0.751,1,1085.0,3,0,1,0,22.26,1.71,73.4,0
22.246489547173994,73.1206817058513,22.2_73.1,84.05,389.18,363.98,25.2,0.833,0,3285.6,0,2,10,4,38.01,2.54,264.3,2
22.257896263353427,72.93200088526193,22.3_72.9,24.52,365.84,328.19,37.65,0.98,1,109.4,1,0,1,13,25.0,0.06,2.9,1
31.350795297632637,76.96399435132068,31.4_77.0,14.0,340.74,307.21,33.52,0.871,0,24.3,3,0,4,9,14.6,0.54,2.2,1
30.864951535345725,76.99101312729505,30.9_77.0,7.51,315.13,298.15,16.99,0.735,0,275.8,6,3,6,7,8.93,0.8,30.0,4
28.522646485187693,77.43980691412477,28.5_77.4,22.3,328.33,299.44,28.89,0.895,1,271.7,7,0,3,0,10.56,3.76,38.2,0
21.79129660902108,84.0776630047155,21.8_84.1,10.15,317.42,307.43,9.99,0.741,0,10760.8,0,1,10,1,10.91,0.46,118.7,3
21.97910222924475,83.90518581387705,22.0_83.9,19.14,329.45,312.87,16.58,0.631,1,822.5,6,3,3,7,17.15,0.56,16.3,4
22.450384098014563,73.09182894510566,22.5_73.1,50.39,358.35,324.44,33.91,0.897,1,93.0,1,0,3,11,57.68,0.08,3.0,1
28.604705332458735,77.26209216033335,28.6_77.3,12.64,313.58,307.7,5.88,0.341,0,9531.2,7,5,0,0,9.03,0.34,49.4,5
30.017583686106832,75.76632512901854,30.0_75.8,38.91,342.53,326.48,16.05,0.704,1,369.2,1,0,2,1,17.64,2.2,19.8,0
31.03451525378973,77.20650260416639,31.0_77.2,8.48,318.54,308.69,9.86,0.659,0,16427.9,0,1,6,1,7.65,0.8,157.2,3
28.68086144392618,77.11752161436648,28.7_77.1,113.54,359.12,328.72,30.41,0.896,1,5110.3,0,2,11,1,83.6,2.51,357.9,2
22.300022486692477,73.11871985426824,22.3_73.1,11.47,321.77,307.36,14.42,0.745,0,4499.9,0,1,5,2,13.63,0.71,133.3,3
28.337215262412084,77.50774795698287,28.3_77.5,23.01,351.37,305.62,45.76,0.911,1,23.0,1,0,3,16,25.34,0.48,2.5,1
30.95613606404335,77.05136097923791,31.0_77.1,21.56,363.6,325.25,38.35,0.985,1,5.1,1,0,2,17,19.49,0.29,1.4,1
28.395415255522266,77.34069367170316,28.4_77.3,37.17,364.59,338.53,26.06,0.898,1,135.5,1,0,2,20,41.5,0.15,2.9,1
28.60265174729605,77.28010351458283,28.6_77.3,1.86,315.55,314.11,1.43,0.258,1,5328.3,7,5,1,1,1.67,0.04,25.8,5
28.53584487206531,77.1633389731757,28.5_77.2,15.92,322.8,304.37,18.44,0.628,1,175.0,6,3,5,6,13.46,0.97,25.4,4
21.8371953823324,84.13805237568428,21.8_84.1,7.49,317.72,307.64,10.08,0.795,0,5550.2,0,1,6,3,8.58,0.55,152.1,3
28.221473702681,77.27955067370351,28.2_77.3,13.02,330.96,308.64,22.32,0.658,1,1985.5,6,3,4,7,11.04,0.65,17.3,4
28.515656092354448,77.67181181342085,28.5_77.7,3.46,304.09,300.89,3.2,0.333,0,1040.6,0,5,1,0,2.86,0.29,47.7,5
28.374778152786305,77.27778121573711,28.4_77.3,47.96,367.1,343.14,23.96,0.769,0,416.5,1,0,6,3,22.64,1.67,89.5,0
28.685999988305042,77.48609037050332,28.7_77.5,12.35,355.0,314.24,40.76,0.871,1,0.6,2,0,3,17,13.85,0.59,2.1,1
31.34970927099697,77.21360122368172,31.3_77.2,68.16,336.93,310.4,26.53,0.883,1,14251.9,0,2,10,1,30.31,2.48,249.1,2
28.714445535636383,77.50317846570991,28.7_77.5,9.57,319.97,308.0,11.98,0.209,1,4781.6,0,5,3,1,8.74,0.23,51.8,5
28.24587971649219,77.35353573850804,28.2_77.4,13.46,341.42,321.26,20.16,0.911,1,308.3,6,3,4,6,11.3,0.32,19.0,4
22.07010014509325,73.019972389685,22.1_73.0,4.64,307.35,299.63,7.72,0.573,0,14776.0,0,1,7,1,4.78,0.5,124.0,3
29.0314508322704,76.23886782424053,29.0_76.2,19.77,317.76,309.7,8.06,0.55,0,4885.0,0,1,9,1,20.35,0.57,99.1,3
22.42004846448633,73.44395254047723,22.4_73.4,82.5,345.76,321.16,24.61,0.911,0,40.6,2,0,5,1,44.51,1.73,28.2,0
28.940540078650912,76.47783143419912,28.9_76.5,12.89,312.1,297.0,15.1,0.813,0,16002.9,0,1,11,3,11.56,0.11,155.4,3
30.15734061303292,76.11449335326573,30.2_76.1,31.36,324.99,311.77,13.22,0.708,0,16754.2,0,1,11,1,30.88,0.37,86.7,3
29.81033819073488,75.71298567968596,29.8_75.7,9.75,324.68,304.58,20.1,0.894,1,517.4,7,3,3,2,11.6,0.9,1.0,4
22.337759404892193,73.1737906286758,22.3_73.2,11.96,320.47,306.91,13.56,0.57,1,14291.0,0,1,6,2,9.63,0.21,34.9,3
31.056896961947924,77.0269395882033,31.1_77.0,26.91,331.95,301.5,30.45,0.943,1,36.7,1,0,1,18,28.91,0.5,1.1,1
21.71776773969568,83.77390680850523,21.7_83.8,32.91,329.91,295.31,34.6,0.883,0,137.3,2,0,2,13,33.4,0.19,2.9,1
28.337441107819934,77.0729057239098,28.3_77.1,12.75,319.55,301.58,17.97,0.837,0,495.2,7,3,2,6,11.57,1.05,21.6,4
22.2302729945807,73.04710406022689,22.2_73.0,2.26,305.69,295.47,10.22,0.212,0,5139.4,0,5,2,1,1.95,0.11,10.0,5
28.320669161911084,77.30857088556435,28.3_77.3,21.24,336.06,301.04,35.02,0.955,1,40.5,1,0,2,14,23.72,0.13,2.3,1
29.042554749894865,76.53352760171984,29.0_76.5,9.15,326.25,312.29,13.96,0.756,0,18479.0,0,1,8,0,8.52,0.34,133.7,3
28.56050484566225,77.4727880723208,28.6_77.5,18.5,336.98,320.69,16.28,0.788,0,5353.7,0,1,10,2,17.1,0.65,52.9,3
21.769294597369907,83.971268838037,21.8_84.0,113.03,340.95,309.96,30.99,0.873,1,26615.4,0,2,10,1,75.85,1.73,270.4,2
28.660024866230458,77.24351360777695,28.7_77.2,50.13,361.2,341.56,19.63,0.919,0,106.6,3,0,1,1,17.91,2.93,9.8,0
30.054929378115137,75.75978697488239,30.1_75.8,15.68,342.23,325.98,16.25,0.617,0,1277.4,4,3,3,8,15.23,0.8,28.0,4
28.699771112819295,77.3851537742955,28.7_77.4,119.3,327.15,291.9,35.24,0.836,0,9907.9,0,2,14,1,56.73,1.72,357.7,2
30.945324282644943,77.0432773063259,30.9_77.0,26.41,337.95,314.07,23.88,0.696,1,526.4,6,3,2,10,27.32,0.21,17.9,4
28.41934772062236,77.21929217000468,28.4_77.2,51.12,349.42,333.32,16.1,0.79,0,132.8,5,0,3,0,24.16,2.4,59.8,0
22.362338371407382,73.43483826259502,22.4_73.4,22.53,367.6,326.73,40.87,0.93,1,21.4,2,0,1,17,24.55,0.12,2.1,1
29.168438354510055,76.87562409020045,29.2_76.9,101.47,348.12,316.1,32.02,0.827,0,11425.3,0,2,9,2,54.22,1.49,85.1,2
29.190738501001785,76.54946801478333,29.2_76.5,17.49,321.88,311.64,10.24,0.643,1,10067.4,0,1,8,2,16.35,0.52,18.1,3
22.11963246425163,83.94954163750006,22.1_83.9,78.56,360.23,322.65,37.57,0.83,0,15932.4,0,2,7,0,38.77,1.19,264.4,2
29.1184366235366,76.54031245055721,29.1_76.5,32.64,330.54,322.36,8.18,0.624,0,124.8,6,3,2,6,37.82,0.32,29.0,4
29.203652370443653,76.33037801604449,29.2_76.3,9.21,324.61,314.08,10.53,0.581,0,14385.1,0,1,7,0,10.42,0.78,101.0,3
29.015150247756594,77.20428399672711,29.0_77.2,17.21,353.33,320.39,32.94,0.922,1,106.7,1,0,3,18,17.92,0.37,2.2,1
30.80508695612393,77.22737012182769,30.8_77.2,126.73,382.48,351.53,30.95,0.9,1,19778.5,0,2,17,2,91.01,1.37,71.0,2
29.299511493698702,76.52663623099663,29.3_76.5,12.14,373.87,332.21,41.66,0.975,1,411.4,2,0,2,14,11.92,0.58,0.4,1
22.402371510930656,73.39050147571923,22.4_73.4,82.92,373.39,335.7,37.69,0.911,1,15012.8,0,2,17,0,49.63,2.59,139.6,2
28.556537046414043,77.05620661232898,28.6_77.1,5.38,289.78,280.34,9.44,0.24,1,1869.6,0,5,0,1,5.07,0.24,114.0,5
28.689085980904572,77.06517937705955,28.7_77.1,67.77,350.07,329.42,20.65,0.966,1,133.6,1,0,4,0,26.54,1.93,78.7,0
30.101799567663882,75.7614865519497,30.1_75.8,26.78,313.27,296.93,16.34,0.756,0,13436.0,0,1,9,2,24.03,0.56,47.9,3
22.068954684865705,84.0866835939087,22.1_84.1,20.16,368.13,342.91,25.22,0.997,0,34.7,1,0,2,15,17.57,0.48,0.7,1
28.839578390864457,77.02377166052695,28.8_77.0,44.53,376.03,346.0,30.03,0.715,0,349.1,1,0,4,0,24.38,1.57,28.5,0
29.837932778284685,75.6065267615528,29.8_75.6,17.53,315.97,308.86,7.11,0.862,0,17333.1,0,1,5,0,18.91,0.86,134.3,3
31.30680488599724,76.95209007237507,31.3_77.0,10.84,301.37,288.44,12.93,0.648,0,1599.1,6,3,4,7,10.42,0.7,2.7,4
31.235714219934852,77.13965790995658,31.2_77.1,1.23,293.27,286.37,6.9,0.423,1,7115.0,0,5,0,0,1.15,0.29,111.6,5
29.187314655520293,76.5643218471931,29.2_76.6,44.08,338.67,321.17,17.5,0.829,1,125.7,7,0,3,3,13.98,1.79,12.7,0
29.807403386798565,75.68294491123999,29.8_75.7,7.9,331.58,312.81,18.77,0.83,1,4381.1,0,1,11,1,7.74,0.59,145.9,3
21.572277674255027,83.92335876364942,21.6_83.9,45.63,348.44,328.38,20.06,0.957,1,38.5,5,0,3,2,23.05,1.96,9.0,0
22.2127307069049,73.56323868380628,22.2_73.6,12.78,294.91,272.37,22.54,0.72,1,278.6,6,3,3,7,12.53,0.79,5.9,4
28.60352617678294,77.4437792643,28.6_77.4,56.0,328.33,301.84,26.48,0.811,0,142.0,2,0,5,1,30.08,1.52,71.7,0
31.0756137966068,77.16459187212502,31.1_77.2,43.36,330.89,316.84,14.05,0.875,1,457.8,7,3,3,8,44.72,0.78,11.6,4
28.42077133027241,77.67799597685797,28.4_77.7,17.81,326.53,314.19,12.34,0.688,1,8640.0,0,1,7,2,20.28,0.42,167.8,3
29.19579354747565,76.65094392138217,29.2_76.7,33.68,365.7,337.84,27.86,0.867,1,116.8,2,0,4,2,10.77,3.13,52.1,0
28.503962473620184,77.48227910399382,28.5_77.5,22.93,346.43,324.14,22.29,0.896,0,81.9,6,3,2,5,21.94,0.73,1.4,4
31.226819837211732,77.03405154637422,31.2_77.0,7.15,335.0,325.03,9.96,0.572,0,13689.7,0,1,8,2,8.41,0.35,80.0,3
28.558210227501466,77.56757614412237,28.6_77.6,9.82,293.88,288.03,5.86,0.613,0,14186.4,0,1,5,0,11.05,0.75,171.9,3
28.79797710057063,77.28038880020623,28.8_77.3,49.83,302.14,282.96,19.18,0.903,0,7.4,1,0,4,2,25.72,2.39,61.5,0
29.054767493694754,76.52333823207974,29.1_76.5,50.21,358.54,342.58,15.96,0.74,0,7.4,1,0,1,2,27.59,2.91,46.3,0
28.69400367312764,77.51185940185177,28.7_77.5,79.56,374.45,336.59,37.86,0.853,0,26697.6,0,2,8,1,52.89,0.88,119.6,2
29.909507872650515,75.90630901941573,29.9_75.9,15.5,332.0,319.24,12.76,0.529,1,9719.0,0,1,7,2,14.65,0.82,137.3,3
29.067864346261867,76.36936056552975,29.1_76.4,10.6,324.22,316.35,7.87,0.7,0,9427.8,0,1,9,2,10.42,0.18,91.4,3
21.8000481889782,84.2286170813466,21.8_84.2,194.75,366.79,339.46,27.33,0.893,1,12654.1,0,2,9,1,83.62,2.34,42.4,2
22.051037454426886,73.15119114319356,22.1_73.2,9.0,328.14,312.47,15.67,0.668,0,434.1,6,3,5,8,9.38,0.98,12.2,4
29.904226618047833,76.25236977025813,29.9_76.3,12.56,325.37,310.37,15.0,0.615,0,14462.6,0,1,8,2,14.55,0.33,99.9,3
28.78861850091087,77.24152653914247,28.8_77.2,4.46,318.99,314.41,4.58,0.586,0,3965.1,0,1,5,2,5.25,0.53,98.1,3
28.92414496982294,77.15383933346729,28.9_77.2,14.97,323.0,308.44,14.57,0.559,0,14579.0,0,1,4,3,12.31,0.26,102.9,3
29.425926344305996,76.40240361463172,29.4_76.4,34.75,334.74,313.47,21.27,0.951,0,163.6,2,0,2,4,12.2,2.94,83.7,0
28.642987763055906,77.07691365309562,28.6_77.1,6.39,316.35,310.75,5.6,0.6,0,4941.8,0,1,7,1,5.42,0.76,134.1,3
29.308051223966906,76.51671608492063,29.3_76.5,105.92,382.12,347.94,34.18,0.868,1,9320.4,0,2,12,1,52.16,2.14,176.4,2
29.775951246209605,75.71790802454937,29.8_75.7,26.9,323.76,292.92,30.83,0.83,1,8.2,1,0,5,2,10.24,2.18,2.8,0
28.399234380646455,77.1924679076714,28.4_77.2,86.69,355.7,312.16,43.54,0.76,1,19986.1,0,2,8,1,44.32,1.51,228.6,2
21.670212946094992,72.96038076196993,21.7_73.0,12.86,315.42,302.53,12.89,0.882,0,4652.4,0,1,6,0,11.61,0.72,88.6,3
22.193583993976482,72.92006310977257,22.2_72.9,31.6,324.51,300.68,23.82,0.746,0,180.0,2,0,3,1,18.87,2.17,68.7,0
22.331031136608075,72.9720122691752,22.3_73.0,20.76,335.5,303.38,32.13,0.856,1,143.4,2,0,3,15,23.87,0.54,2.4,1
22.18149005122971,73.25139185973208,22.2_73.3,44.43,352.52,324.78,27.73,0.945,0,40.7,2,0,2,1,18.83,3.29,43.6,0
28.539816622418023,77.3613311445882,28.5_77.4,6.07,301.7,290.61,11.09,0.234,0,6621.6,0,5,1,0,6.09,0.12,102.0,5
31.070250872167502,77.1872175174872,31.1_77.2,8.25,309.51,300.45,9.06,0.433,1,11326.3,0,5,0,2,9.31,0.22,76.7,5
28.710904108228476,77.60369175698852,28.7_77.6,29.6,347.99,325.22,22.77,0.644,0,94.4,6,3,6,5,26.83,0.36,29.8,4
28.599456989696165,77.44819420978085,28.6_77.4,31.03,364.91,326.86,38.05,0.932,1,106.6,1,0,3,18,32.13,0.16,1.8,1
22.39423120176945,73.2387602573302,22.4_73.2,41.12,355.63,334.57,21.07,0.898,0,11.6,3,0,4,1,22.17,3.68,6.3,0
21.929690856060667,84.15269034810197,21.9_84.2,12.38,314.28,314.77,-0.49,0.451,0,2577.6,0,5,1,1,12.74,0.39,68.4,5
28.491750712255335,77.26308955486573,28.5_77.3,5.96,319.08,308.24,10.84,0.783,0,13395.1,0,1,6,2,6.92,0.83,166.2,3
31.12574720486632,77.05779493443464,31.1_77.1,4.91,315.28,300.4,14.88,0.706,0,3543.2,0,1,7,1,5.39,0.13,46.2,3
22.524021132020952,73.51784627203772,22.5_73.5,41.59,329.47,310.14,19.33,0.736,0,212.6,3,0,4,0,24.77,1.4,61.4,0
22.429962637818186,73.0845998123863,22.4_73.1,40.74,360.71,333.42,27.29,0.949,1,61.4,7,0,1,1,19.13,1.24,70.5,0
31.00174061612269,76.98645886326607,31.0_77.0,18.1,337.25,308.53,28.71,0.937,0,26.8,1,0,3,16,19.16,0.21,2.3,1
28.349048502890152,77.25908362608536,28.3_77.3,1.68,308.71,304.46,4.25,0.452,0,9545.0,0,5,0,1,1.44,0.29,17.6,5
28.92435883677187,76.5448077165607,28.9_76.5,90.66,347.55,328.73,18.82,0.801,1,9408.4,0,2,14,1,46.9,1.5,120.0,2
31.066844444327923,76.87824323339859,31.1_76.9,12.76,318.23,304.03,14.2,0.747,0,3380.1,0,1,6,3,13.12,0.29,153.0,3
21.67341112326113,83.9265144964544,21.7_83.9,14.61,321.02,309.85,11.18,0.891,1,501.6,6,3,2,6,13.21,0.53,18.1,4
29.85470084454886,75.94937599442281,29.9_75.9,28.61,377.44,343.68,33.76,0.987,1,78.8,1,0,2,13,25.4,0.28,0.3,1
28.350781817603682,77.29657791318947,28.4_77.3,10.85,303.74,299.8,3.94,0.534,0,12575.8,0,1,7,2,9.72,0.81,85.3,3
28.449765194252965,77.06221209595383,28.4_77.1,92.42,364.88,333.22,31.66,0.801,0,16298.1,0,2,5,2,53.59,1.64,185.0,2
21.866799258242718,84.05999486591647,21.9_84.1,36.7,327.25,312.26,14.99,0.676,0,5899.6,0,1,7,0,38.83,0.28,36.0,3
28.199569502319292,77.2603254701871,28.2_77.3,7.45,323.3,306.39,16.91,0.689,0,94.4,6,3,6,7,6.01,0.92,7.6,4
21.694405509468055,83.91039284084323,21.7_83.9,42.77,334.82,305.74,29.07,0.914,1,62.1,3,0,3,3,21.59,2.31,53.6,0
29.792859864355478,75.75760359901363,29.8_75.8,11.09,298.56,289.56,9.0,0.746,0,14045.6,0,1,4,2,9.29,0.18,169.6,3
29.96544097110759,75.85331903350982,30.0_75.9,37.99,366.94,342.65,24.3,0.88,0,8.6,1,0,3,18,43.38,0.27,1.3,1
